City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
39,Cidreira,BR,-30.1811,-50.2056,67.35,73,98,11.12,overcast clouds
40,Tiarei,PF,-17.5333,-149.3333,86.02,73,8,11.95,light rain
41,Laguna,US,38.421,-121.4238,74.95,24,0,10.36,clear sky
42,Aki,JP,33.5,133.9,64.89,43,100,1.32,overcast clouds
43,Coquimbo,CL,-29.9533,-71.3436,59.7,80,6,1.52,clear sky
44,Nikolskoye,RU,59.7035,30.7861,39.7,74,100,3.27,overcast clouds
45,Puerto Ayora,EC,-0.7393,-90.3518,74.41,95,93,9.37,light rain
46,Elizabeth City,US,36.2946,-76.2511,55.02,69,0,16.11,clear sky
47,Kahului,US,20.8947,-156.47,84.22,64,20,25.32,few clouds
48,Calama,CL,-22.4667,-68.9333,52.02,16,0,4.43,clear sky
49,Batsfjord,NO,70.6345,29.7185,42.58,87,100,11.5,overcast clouds
50,Pimentel,PE,-6.8367,-79.9342,66.67,84,11,13.06,few clouds
51,Mataura,NZ,-46.1927,168.8643,60.48,52,3,2.8,clear sky
52,Broome,US,42.2506,-75.833,37.78,53,0,6.91,clear sky
53,Colac,AU,-38.3333,143.5833,58.17,90,100,3.56,overcast clouds
54,Talnakh,RU,69.4865,88.3972,4.21,96,100,4.83,light snow
55,Sitka,US,57.0531,-135.33,46.29,57,75,9.22,broken clouds
56,New Norfolk,AU,-42.7826,147.0587,55.89,57,100,1.01,overcast clouds
57,Busselton,AU,-33.65,115.3333,58.26,69,50,3.44,scattered clouds
58,Asfi,MA,32.2994,-9.2372,64.33,79,100,10.54,overcast clouds
59,Cape Town,ZA,-33.9258,18.4232,62.35,80,66,13.0,broken clouds
60,Troitsko-Pechorsk,RU,62.7084,56.1964,20.95,94,87,4.43,overcast clouds
61,Dire,ML,12.2833,-10.9667,92.66,20,76,2.46,broken clouds
62,Da Lat,VN,11.9465,108.4419,61.68,85,30,2.48,scattered clouds
63,Muisne,EC,0.6,-80.0333,75.29,85,65,7.2,broken clouds
64,Beringovskiy,RU,63.05,179.3167,31.28,99,100,8.93,light snow
65,Carnarvon,AU,-24.8667,113.6333,66.27,82,94,12.66,overcast clouds
66,Butaritari,KI,3.0707,172.7902,81.81,73,43,12.62,scattered clouds
67,Chernyshevskiy,RU,63.0128,112.4714,29.5,83,95,15.03,overcast clouds
68,Sungaipenuh,ID,-2.0833,101.3833,66.78,96,100,2.28,overcast clouds
69,Wewak,PG,-3.5534,143.6268,83.35,76,64,2.53,broken clouds
70,Deputatskiy,RU,69.3,139.9,6.71,94,96,3.69,overcast clouds
71,Kalaleh,IR,37.3807,55.4916,51.42,80,100,1.23,overcast clouds
72,Anamur,TR,36.0751,32.8369,71.33,32,100,8.46,overcast clouds
73,Georgetown,MY,5.4112,100.3354,82.33,89,40,0.0,scattered clouds
74,Preobrazheniye,RU,42.9019,133.9064,45.99,61,69,0.47,broken clouds
75,Vardo,NO,70.3705,31.1107,39.76,92,100,11.03,overcast clouds
76,Ilulissat,GL,69.2167,-51.1,14.02,73,40,5.75,scattered clouds
77,Ponta Do Sol,PT,32.6667,-17.1,66.83,54,93,12.21,overcast clouds
78,Castro,BR,-24.7911,-50.0119,52.02,96,8,4.34,clear sky
79,Paranhos,BR,-23.8928,-55.4311,63.3,76,73,4.9,broken clouds
80,Torbay,CA,47.6666,-52.7314,52.88,93,100,15.9,overcast clouds
81,Esperance,AU,-33.8667,121.9,61.45,62,71,7.31,broken clouds
82,Pacific Grove,US,36.6177,-121.9166,68.38,71,0,11.5,clear sky
83,Kaduna,NG,10.5222,7.4383,73.08,73,100,4.79,light rain
84,Bourail,NC,-21.5667,165.4833,80.04,61,69,3.42,broken clouds
85,Lensk,RU,60.7253,114.9278,38.37,94,100,12.08,overcast clouds
86,Samarinda,ID,-0.5,117.15,78.93,90,91,2.42,overcast clouds
87,Dikson,RU,73.5069,80.5464,-7.26,100,93,2.46,overcast clouds
88,Katsuura,JP,35.1333,140.3,62.87,68,90,11.41,overcast clouds
89,Caravelas,BR,-17.7125,-39.2481,78.03,62,100,10.83,overcast clouds
90,Celestun,MX,20.8667,-90.4,80.24,76,0,15.35,clear sky
91,San Quintin,MX,30.4833,-115.95,65.34,66,6,20.94,clear sky
92,Chuy,UY,-33.6971,-53.4616,62.26,78,100,6.87,overcast clouds
93,San Ramon,US,37.7799,-121.978,68.81,46,0,16.11,clear sky
94,Temerloh,MY,3.4483,102.4176,75.54,97,95,0.96,overcast clouds
95,Waingapu,ID,-9.6567,120.2641,81.97,81,96,4.03,overcast clouds
96,Chokurdakh,RU,70.6333,147.9167,10.83,91,78,4.45,broken clouds
97,Tiksi,RU,71.6872,128.8694,1.62,98,87,4.03,overcast clouds
98,Kizner,RU,56.2749,51.508,33.6,99,100,7.52,light snow
99,Berlevag,NO,70.8578,29.0864,42.6,94,100,16.51,overcast clouds
100,Eastlake,US,41.6539,-81.4504,40.53,62,0,11.5,clear sky
101,Asau,RO,46.4333,26.4,34.29,82,81,4.92,broken clouds
102,Mandalgovi,MN,45.7625,106.2708,39.96,39,0,10.22,clear sky
103,Adamas,GR,36.7333,24.4333,57.88,78,86,22.79,overcast clouds
104,Sampit,ID,-2.5333,112.95,78.75,82,99,2.24,overcast clouds
105,Miramar,US,25.9873,-80.2323,80.01,78,0,12.66,clear sky
106,Srednekolymsk,RU,67.45,153.6833,18.63,85,99,6.78,overcast clouds
107,Lagoa,PT,39.05,-27.9833,56.97,66,63,16.26,broken clouds
108,Bathsheba,BB,13.2167,-59.5167,79.41,73,75,18.41,broken clouds
109,Voskresenskoye,RU,56.8381,45.4317,25.65,95,58,5.37,broken clouds
110,Bubaque,GW,11.2833,-15.8333,75.16,76,3,16.91,clear sky
111,Sambava,MG,-14.2667,50.1667,74.53,88,42,9.13,scattered clouds
112,Bredasdorp,ZA,-34.5322,20.0403,59.7,93,83,4.59,broken clouds
113,Seoul,KR,37.5683,126.9778,54.79,36,100,3.58,overcast clouds
114,Hilo,US,19.7297,-155.09,77.29,88,100,3.44,haze
115,East London,ZA,-33.0153,27.9116,64.62,82,58,9.69,broken clouds
116,Tekeli,KZ,44.83,78.8239,51.22,29,72,11.21,broken clouds
117,Lagunas,PE,-5.2269,-75.6753,74.53,96,55,1.92,broken clouds
118,Ventspils,LV,57.3894,21.5606,28.33,93,0,3.44,clear sky
119,Lebu,CL,-37.6167,-73.65,53.33,89,86,8.25,overcast clouds
120,Hirara,JP,24.8,125.2833,70.75,70,89,7.76,overcast clouds
121,Cabedelo,BR,-6.9811,-34.8339,79.47,78,52,9.78,broken clouds
122,Hobyo,SO,5.3505,48.5268,82.67,78,57,16.84,broken clouds
123,Alyangula,AU,-13.8483,136.4192,83.91,72,100,11.39,overcast clouds
124,Maceio,BR,-9.6658,-35.7353,80.49,78,37,11.07,scattered clouds
125,Solnechnyy,RU,50.7214,136.6319,31.82,82,97,1.59,overcast clouds
126,Anadyr,RU,64.75,177.4833,32.5,86,75,24.61,light snow
127,Hithadhoo,MV,-0.6,73.0833,82.87,74,63,8.59,broken clouds
128,Fortuna,US,40.5982,-124.1573,59.94,51,0,8.05,clear sky
129,Rocha,UY,-34.4833,-54.3333,58.06,89,100,4.52,light rain
130,Hermanus,ZA,-34.4187,19.2345,61.81,85,65,9.86,broken clouds
131,Abu Samrah,SY,35.3029,37.1841,70.75,16,82,17.96,broken clouds
132,Tautira,PF,-17.7333,-149.15,81.37,72,23,11.88,light rain
133,Arona,ES,28.0996,-16.681,73.92,24,7,24.16,haze
134,Xingtai,CN,37.0631,114.4942,57.11,43,59,9.89,broken clouds
135,Cabo San Lucas,MX,22.8909,-109.9124,88.9,50,52,9.04,broken clouds
136,Washington,US,47.5001,-120.5015,52.48,33,64,1.95,broken clouds
137,Hasaki,JP,35.7333,140.8333,64.29,67,73,11.21,broken clouds
138,Erdenet,MN,49.0333,104.0833,40.69,49,18,5.61,few clouds
139,Port Moresby,PG,-9.4431,147.1797,83.95,71,69,2.48,broken clouds
140,Campulung Moldovenesc,RO,47.5333,25.5667,30.45,96,67,3.49,broken clouds
141,Goderich,CA,43.7501,-81.7165,36.91,69,21,10.2,few clouds
142,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,75,77,10.47,broken clouds
143,Tuktoyaktuk,CA,69.4541,-133.0374,15.49,83,99,8.61,overcast clouds
144,Mahebourg,MU,-20.4081,57.7,75.25,87,44,13.27,light rain
145,Ulladulla,AU,-35.35,150.4667,68.77,50,96,4.41,overcast clouds
146,Roald,NO,62.5833,6.1333,49.75,87,100,3.44,overcast clouds
147,Mehamn,NO,71.0357,27.8492,40.03,96,100,15.93,overcast clouds
148,Eureka,US,40.8021,-124.1637,63.75,52,99,10.87,overcast clouds
149,Vaini,TO,-21.2,-175.2,80.98,79,99,13.78,overcast clouds
150,General Roca,AR,-39.0333,-67.5833,64.62,42,53,10.31,broken clouds
151,Cayenne,GF,4.9333,-52.3333,81.09,1,0,5.99,clear sky
152,Cap Malheureux,MU,-19.9842,57.6142,75.47,91,11,3.0,few clouds
153,Sola,VU,-13.8833,167.55,81.91,72,61,4.56,broken clouds
154,Nabire,ID,-3.3667,135.4833,80.33,87,76,1.3,broken clouds
155,Florianopolis,BR,-27.6146,-48.5012,62.69,82,31,5.26,scattered clouds
156,Saint Andrews,US,34.0454,-81.1293,76.59,52,75,8.05,broken clouds
157,Gravdal,NO,68.1214,13.5031,42.42,84,100,15.93,light rain
158,Saint-Philippe,RE,-21.3585,55.7679,73.22,88,70,10.29,light rain
159,Hay River,CA,60.8156,-115.7999,15.33,68,36,0.81,scattered clouds
160,Moche,PE,-8.1711,-79.0092,64.58,82,16,8.05,fog
161,Shimoda,JP,34.6667,138.95,56.1,82,100,7.34,overcast clouds
162,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,79.05,81,77,8.9,broken clouds
163,Lolodorf,CM,3.2333,10.7333,71.82,100,98,0.54,light rain
164,Taoudenni,ML,22.6783,-3.9836,76.73,23,1,9.08,clear sky
165,Mar Del Plata,AR,-38.0023,-57.5575,64.09,90,0,11.99,clear sky
166,Bastrop,US,32.7562,-91.8724,65.88,94,100,0.0,overcast clouds
167,Constitucion,CL,-35.3333,-72.4167,51.66,93,58,6.67,broken clouds
168,Faanui,PF,-16.4833,-151.75,80.96,72,44,9.22,light rain
169,Chipinge,ZW,-20.1883,32.6236,60.04,97,100,2.75,overcast clouds
170,Bantou,CN,26.2151,117.4893,58.91,94,100,0.76,overcast clouds
171,Micula,RO,47.9,22.95,32.68,70,6,6.55,clear sky
172,Iqaluit,CA,63.7506,-68.5145,-14.1,91,70,5.61,broken clouds
173,Jeremie,HT,18.65,-74.1167,77.9,78,95,1.41,overcast clouds
174,Norman Wells,CA,65.282,-126.8329,21.36,71,79,5.66,broken clouds
175,Mana,GF,5.6592,-53.7767,77.27,87,36,9.55,scattered clouds
176,Araguacu,BR,-12.9306,-49.8264,74.17,90,69,1.99,broken clouds
177,Russell,US,32.3502,-85.1999,66.11,93,20,3.44,few clouds
178,Coihaique,CL,-45.5752,-72.0662,50.61,76,75,4.61,broken clouds
179,Riyadh,SA,24.6877,46.7219,68.14,21,0,5.21,clear sky
180,Salta,AR,-24.7859,-65.4117,56.57,84,44,1.19,scattered clouds
181,Sakakah,SA,29.9697,40.2064,67.39,14,1,6.24,clear sky
182,Ust-Maya,RU,60.4167,134.5333,29.89,72,36,6.35,scattered clouds
183,Barcelos,PT,41.5388,-8.6151,58.84,89,2,6.33,clear sky
184,Tyret Pervaya,RU,53.6703,102.3106,47.86,60,80,1.59,broken clouds
185,Kodiak,US,57.79,-152.4072,40.51,70,100,11.5,overcast clouds
186,Upernavik,GL,72.7868,-56.1549,-2.56,89,100,13.13,overcast clouds
187,Dubti,ET,11.7361,41.0853,85.86,36,15,6.17,few clouds
188,Axim,GH,4.8699,-2.2405,79.11,86,83,7.96,broken clouds
189,Banamba,ML,13.55,-7.45,85.12,14,20,8.23,few clouds
190,Sao Filipe,CV,14.8961,-24.4956,71.51,78,1,8.88,clear sky
191,Hildburghausen,DE,50.4255,10.7318,41.0,81,15,4.21,few clouds
192,Tasiilaq,GL,65.6145,-37.6368,33.17,95,100,8.95,overcast clouds
193,Grand Gaube,MU,-20.0064,57.6608,75.38,91,11,3.0,few clouds
194,Hetauda,NP,27.4284,85.0322,69.15,21,0,5.35,clear sky
195,Necochea,AR,-38.5473,-58.7368,61.27,78,76,9.22,broken clouds
196,Horana,LK,6.7166,80.0619,76.89,91,73,2.1,broken clouds
197,Mount Isa,AU,-20.7333,139.5,83.97,23,1,9.22,clear sky
198,Burns Lake,CA,54.2331,-125.7533,44.71,32,41,2.75,scattered clouds
199,Victoria,HK,22.2855,114.1577,71.65,80,100,4.0,overcast clouds
200,Ulaangom,MN,49.9811,92.0667,42.26,33,3,2.35,clear sky
201,Kysyl-Syr,RU,63.8986,122.7617,27.77,96,100,14.14,snow
202,Domoni,KM,-12.2569,44.5319,77.95,86,18,3.71,few clouds
203,Sistranda,NO,63.7256,8.834,46.36,79,86,4.65,overcast clouds
204,Te Anau,NZ,-45.4167,167.7167,60.53,57,25,3.78,scattered clouds
205,Marawi,PH,7.9986,124.2928,73.99,85,90,2.01,overcast clouds
206,Dingle,PH,10.9995,122.6711,80.78,78,72,10.87,broken clouds
207,Beaufort,MY,5.3473,115.7455,81.09,75,51,2.33,broken clouds
208,San-Pedro,CI,4.7485,-6.6363,77.14,85,100,1.92,overcast clouds
209,Port Augusta,AU,-32.5,137.7667,66.9,65,100,15.1,overcast clouds
210,Songea,TZ,-10.6833,35.65,62.2,98,24,2.33,light rain
211,Klaksvik,FO,62.2266,-6.589,47.32,97,100,11.79,light rain
212,San Jose,US,37.3394,-121.895,69.69,54,20,16.11,few clouds
213,Luderitz,NA,-26.6481,15.1594,67.48,49,0,12.12,clear sky
214,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,69.28,47,0,5.97,clear sky
215,Atagay,RU,55.1033,99.3875,48.4,73,100,4.74,overcast clouds
216,Maldonado,UY,-34.6667,-54.9167,61.23,86,100,6.15,overcast clouds
217,Presidente Venceslau,BR,-21.8761,-51.8439,62.89,73,4,6.17,clear sky
218,Gogrial,SS,8.5332,28.1004,84.85,48,49,4.47,scattered clouds
219,Yar-Sale,RU,66.8333,70.8333,12.27,86,96,8.1,overcast clouds
220,Kendari,ID,-3.945,122.4989,79.99,83,94,0.96,light rain
221,Port Keats,AU,-14.25,129.55,85.33,67,17,2.19,few clouds
222,Uruzgan,AF,32.8333,66.0,61.5,54,100,7.63,overcast clouds
223,Leshukonskoye,RU,64.8989,45.7622,32.45,98,100,6.08,light snow
224,College,US,64.8569,-147.8028,40.98,26,0,5.75,clear sky
225,Colares,PT,38.7992,-9.4469,60.3,78,41,25.99,scattered clouds
226,Qaanaaq,GL,77.484,-69.3632,-18.6,76,1,4.45,clear sky
227,Ribeira Grande,PT,38.5167,-28.7,58.1,70,53,19.48,broken clouds
228,Weatherford,US,32.7593,-97.7972,78.66,38,0,5.01,clear sky
229,Jalu,LY,29.0331,21.5482,61.95,72,98,15.32,overcast clouds
230,Batagay,RU,67.6333,134.6333,17.29,82,44,6.11,scattered clouds
231,Rawson,AR,-43.3002,-65.1023,60.51,74,0,24.61,clear sky
232,Port-Cartier,CA,50.0334,-66.8654,40.75,72,100,15.55,overcast clouds
233,Maniitsoq,GL,65.4167,-52.9,23.11,84,100,1.43,overcast clouds
234,Shirdi,IN,19.7667,74.4833,78.49,37,0,13.67,clear sky
235,Maragogi,BR,-9.0122,-35.2225,78.78,81,81,8.7,broken clouds
236,Sao Domingos,BR,-13.3983,-46.3183,70.83,87,41,6.24,scattered clouds
237,Port Elizabeth,ZA,-33.918,25.5701,63.32,99,75,9.22,moderate rain
238,Kalaikunda,IN,22.35,87.25,77.63,81,56,6.71,broken clouds
239,Port Shepstone,ZA,-30.7414,30.455,65.25,81,99,4.63,overcast clouds
240,Thompson,CA,55.7435,-97.8558,28.76,64,100,2.13,overcast clouds
241,Hove,GB,50.8309,-0.1672,53.22,83,66,8.01,broken clouds
242,Souillac,MU,-20.5167,57.5167,76.75,90,70,10.13,light rain
243,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,49,100,11.5,overcast clouds
244,Matara,LK,5.9485,80.5353,79.39,84,98,5.99,overcast clouds
245,Rio Gallegos,AR,-51.6226,-69.2181,46.45,87,100,13.8,moderate rain
246,Aromashevo,RU,56.8602,68.6375,32.27,83,70,2.44,broken clouds
247,Caidian,CN,30.5833,114.0333,55.47,77,100,8.68,overcast clouds
248,Geraldton,AU,-28.7667,114.6,57.61,72,0,9.22,clear sky
249,Salaga,GH,8.5508,-0.5188,86.27,50,95,5.3,overcast clouds
250,Gornopravdinsk,RU,60.05,69.9,20.43,96,45,4.85,scattered clouds
251,Sobolevo,RU,54.4299,31.8996,32.41,85,97,11.97,snow
252,Balsas,BR,-7.5325,-46.0356,76.05,86,97,0.78,overcast clouds
253,Baykit,RU,61.67,96.37,25.03,83,98,11.95,overcast clouds
254,Nome,US,64.5011,-165.4064,31.1,80,100,17.27,overcast clouds
255,Tupelo,US,34.2576,-88.7034,63.9,91,100,8.01,light rain
256,Paralimni,CY,35.0375,33.9833,72.48,67,100,21.0,moderate rain
257,Cherskiy,RU,68.75,161.3,13.73,82,100,4.18,overcast clouds
258,Pakxan,LA,18.3778,103.6601,73.49,89,81,3.85,broken clouds
259,Cedar City,US,37.6775,-113.0619,68.97,12,0,17.27,clear sky
260,Belaya Gora,RU,68.5333,146.4167,15.66,90,99,3.56,overcast clouds
261,Banepa,NP,27.6298,85.5214,57.52,55,20,3.44,mist
262,Angoche,MZ,-16.2325,39.9086,79.39,79,69,10.47,broken clouds
263,Oranjestad,AW,12.524,-70.027,80.55,74,20,23.02,few clouds
264,Conakry,GN,9.538,-13.6773,78.03,71,99,6.17,overcast clouds
265,Cockburn Town,TC,21.4612,-71.1419,77.99,85,43,21.39,scattered clouds
266,Sao Miguel Do Guama,BR,-1.6267,-47.4833,74.66,96,100,2.04,heavy intensity rain
267,Santa Maria,BR,-29.6842,-53.8069,58.57,91,45,5.57,scattered clouds
268,Ancud,CL,-41.8697,-73.8203,55.22,86,100,4.41,overcast clouds
269,Grindavik,IS,63.8424,-22.4338,39.67,81,75,9.22,broken clouds
270,Mamallapuram,IN,12.6264,80.1722,85.05,74,56,2.28,broken clouds
271,Nevelsk,RU,46.6733,141.8633,39.24,66,56,3.06,broken clouds
272,Monki,PL,53.405,22.7979,34.68,73,51,5.59,broken clouds
273,Poronaysk,RU,49.2167,143.1167,32.58,91,65,4.21,broken clouds
274,Talcahuano,CL,-36.7167,-73.1167,54.07,88,78,7.29,broken clouds
275,Kruisfontein,ZA,-34.0033,24.7314,59.88,84,50,4.9,scattered clouds
276,Kuching,MY,1.55,110.3333,77.22,94,40,1.14,scattered clouds
277,Loandjili,CG,-4.7561,11.8578,78.04,94,100,3.42,overcast clouds
278,Westport,US,41.1415,-73.3579,46.38,41,0,9.22,clear sky
279,Rye,US,40.9807,-73.6837,47.17,44,76,3.0,broken clouds
280,Beyneu,KZ,45.3167,55.2,59.49,40,2,5.91,clear sky
281,Shingu,JP,33.7333,135.9833,62.47,83,100,6.58,overcast clouds
282,Vila Velha,BR,-20.3297,-40.2925,75.15,81,75,11.5,broken clouds
283,Kavieng,PG,-2.5744,150.7967,85.37,66,91,13.98,overcast clouds
284,Touros,BR,-5.1989,-35.4608,80.29,78,87,8.7,overcast clouds
285,Puerto Carreno,CO,6.189,-67.4859,78.51,85,57,9.46,broken clouds
286,Halifax,CA,44.6453,-63.5724,45.48,65,57,8.79,broken clouds
287,Reconquista,AR,-29.15,-59.65,60.75,77,6,5.39,clear sky
288,Dali,CN,25.7,100.1833,56.68,68,31,2.8,scattered clouds
289,Valparaiso,CL,-33.0393,-71.6273,56.48,79,49,5.48,scattered clouds
290,Yulara,AU,-25.2406,130.9889,72.7,30,4,8.79,clear sky
291,Tual,ID,-5.6667,132.75,84.36,71,96,8.41,overcast clouds
292,Turukhansk,RU,65.8167,87.9833,2.53,96,98,7.2,overcast clouds
293,Inhambane,MZ,-23.865,35.3833,72.39,92,96,3.98,light rain
294,Saint-Joseph,RE,-21.3667,55.6167,72.21,86,30,9.04,light rain
295,Labytnangi,RU,66.6572,66.4183,15.76,91,99,5.19,overcast clouds
296,Vostok,RU,46.4856,135.8833,36.99,54,31,8.95,scattered clouds
297,Soltepec,MX,19.1167,-97.7,77.04,19,21,15.35,few clouds
298,Tadine,NC,-21.55,167.8833,78.91,70,100,0.96,overcast clouds
299,Padang,ID,-0.9492,100.3543,75.25,88,90,3.56,moderate rain
300,Trincomalee,LK,8.5711,81.2335,79.52,85,48,9.42,scattered clouds
301,Tokat,TR,40.4167,36.5833,51.46,47,100,8.25,overcast clouds
302,La Asuncion,VE,11.0333,-63.8628,78.15,80,100,18.92,overcast clouds
303,Port Hedland,AU,-20.3167,118.5667,86.05,28,23,17.27,few clouds
304,Severo-Kurilsk,RU,50.6789,156.125,32.11,78,91,5.5,overcast clouds
305,Manokwari,ID,-0.8667,134.0833,82.9,68,93,2.98,overcast clouds
306,Pevek,RU,69.7008,170.3133,9.52,85,34,1.68,scattered clouds
307,Saskylakh,RU,71.9167,114.0833,28.24,97,100,11.79,light snow
308,Mocuba,MZ,-16.8392,36.9856,71.02,95,22,3.87,few clouds
309,Avarua,CK,-21.2078,-159.775,80.65,74,75,3.44,broken clouds
310,Visnes,NO,59.3556,5.2242,44.82,81,0,11.5,clear sky
311,Palatka,US,29.6486,-81.6376,70.99,95,89,5.03,overcast clouds
312,Kaitangata,NZ,-46.2817,169.8464,57.06,56,2,2.13,clear sky
313,Acapulco,MX,16.8634,-99.8901,82.22,69,0,9.22,clear sky
314,Pedernales,DO,18.0384,-71.744,79.83,71,96,11.86,overcast clouds
315,Xacmaz,AZ,41.4635,48.806,50.02,75,2,7.47,clear sky
316,Redlands,US,34.0556,-117.1825,87.31,28,0,8.05,clear sky
317,Nobres,BR,-14.7203,-56.3275,73.33,82,79,3.6,broken clouds
318,Tono,JP,39.3167,141.5333,56.37,41,45,4.03,scattered clouds
319,Kashary,RU,49.04,41.0056,54.61,72,100,8.01,overcast clouds
320,Bardiyah,LY,31.7561,25.0865,59.83,84,0,13.35,clear sky
321,Stornoway,GB,58.2093,-6.3865,48.16,94,75,9.22,broken clouds
322,Mae Hong Son,TH,19.3003,97.9685,78.04,64,42,0.69,scattered clouds
323,Cururupu,BR,-1.8283,-44.8683,75.13,95,69,1.21,broken clouds
324,Arraial Do Cabo,BR,-22.9661,-42.0278,73.47,67,1,11.07,clear sky
325,Nanakuli,US,21.3906,-158.1547,82.35,57,75,16.11,broken clouds
326,Tura,IN,25.5198,90.2201,69.04,93,1,4.41,clear sky
327,Mackenzie,CA,55.2999,-123.1698,40.42,54,100,4.5,overcast clouds
328,Najran,SA,17.4924,44.1277,72.5,30,61,2.86,broken clouds
329,Astoria,US,46.1879,-123.8313,55.71,57,0,5.75,clear sky
330,Sivaki,RU,52.6333,126.75,37.44,42,77,9.24,broken clouds
331,Conceicao Do Araguaia,BR,-8.2578,-49.2647,75.15,91,100,3.18,overcast clouds
332,Osypenko,UA,46.9136,36.8253,50.47,70,100,9.17,overcast clouds
333,Ostrovnoy,RU,68.0531,39.5131,33.03,90,100,9.15,overcast clouds
334,Ranau,MY,5.9538,116.6641,73.49,85,73,1.39,broken clouds
335,Tuatapere,NZ,-46.1333,167.6833,59.31,61,11,3.24,few clouds
336,Flinders,AU,-34.5833,150.8552,73.26,69,81,7.0,broken clouds
337,Mayumba,GA,-3.432,10.6554,77.32,92,100,3.94,overcast clouds
338,Kapit,MY,2.0167,112.9333,76.41,97,94,1.97,overcast clouds
339,Avera,US,33.194,-82.5271,71.65,67,100,1.54,overcast clouds
340,Hit,IQ,33.6416,42.8251,67.84,19,78,4.14,broken clouds
341,Barybino,RU,55.2677,37.8933,33.84,77,0,6.71,clear sky
342,Syracuse,IT,37.0881,15.2792,54.77,90,83,12.53,moderate rain
343,Hambantota,LK,6.1241,81.1185,79.57,84,90,9.84,overcast clouds
344,Roma,US,43.2128,-75.4557,39.63,56,0,8.05,clear sky
345,Poum,NC,-20.2333,164.0167,76.19,74,98,2.08,overcast clouds
346,Bay Roberts,CA,47.5999,-53.2648,53.65,95,100,4.0,overcast clouds
347,Nouadhibou,MR,20.931,-17.0347,64.83,91,100,11.56,overcast clouds
348,Makakilo City,US,21.3469,-158.0858,80.92,59,75,18.41,broken clouds
349,Komsomolskiy,UZ,40.4272,71.7189,67.6,29,59,1.36,broken clouds
