City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
704,Huicungo,PE,-7.2833,-76.8,77.49,79,75,0.63,broken clouds
705,Maddur,IN,12.6,77.0667,76.24,64,8,3.91,clear sky
706,Xai-Xai,MZ,-25.0519,33.6442,70.59,93,100,13.94,light rain
707,Ntoum,GA,0.3833,9.7833,76.06,94,100,1.66,overcast clouds
708,Fort Nelson,CA,58.8053,-122.7002,20.79,45,75,3.44,broken clouds
709,Seddon,AU,-37.8068,144.8916,63.75,94,100,9.22,heavy intensity rain
710,Lusambo,CD,-4.9667,23.45,70.68,94,84,1.83,light rain
711,San Onofre,CO,9.7359,-75.5263,81.1,79,88,5.35,overcast clouds
712,Tacuarembo,UY,-31.7333,-55.9833,62.65,67,100,5.21,overcast clouds
713,Helong,CN,42.5397,128.9972,46.38,40,100,5.53,overcast clouds
714,San Vicente De Canete,PE,-13.0751,-76.3835,66.85,83,50,5.1,scattered clouds
715,Umtata,ZA,-31.5889,28.7844,53.87,95,79,3.15,broken clouds
716,Tulum,MX,20.2167,-87.4667,78.87,70,0,6.69,clear sky
717,Prince Rupert,CA,54.3161,-130.3201,50.09,43,0,8.05,clear sky
718,Bayangol,RU,50.6977,103.4656,39.38,52,43,2.64,scattered clouds
719,Henderson,US,36.0397,-114.9819,89.98,12,0,9.22,clear sky
720,Marshalltown,US,42.0494,-92.908,40.01,86,100,6.91,mist
721,Ferme-Neuve,CA,46.7001,-75.4493,35.02,55,78,9.31,broken clouds
722,Ketchikan,US,55.3422,-131.6461,50.47,32,20,6.91,few clouds
